id,source,source_id,question,answer,question_en,answer_en,created_at,updated_at
c470ed48-d3ee-5353-96be-429b18d7b932,第一赛季区域公开赛-杭州站赛后判例,1114291471444344833-02,Q：利用规则,"A：玩家利用规则引诱对手犯错将会受到判罚。玩家应在游戏错误产生的第一时间提醒对手或呼叫裁判,若试图利用对手
的错误造成更严重的游戏错误从而使对手受到严重判罚则会受到警告及以上的判罚。若此违规多次出现，将受到取消
比赛资格及以上的判罚",,,2025-09-19T11:00:00.000Z,2025-09-19T11:00:00.000Z
0bc64769-8afc-5b1e-9c9d-a9ec77544cc7,第一赛季区域公开赛-杭州站赛后判例,1114291471444344833-03,"Q：【提莫（军事家）】从待命形式打出时,是否能够触发其触发式技能？ 的五张牌。当中每有一张带有【待命】技能的卡牌，就对该单位造成1点伤害，然后将展示的牌回收。 【闪耀极光】【亡花掠食者】【苍炎守护者】","A：不可以，,根据最新官方FAQ的内容，【提莫（军事家）】已修订为：当我防守时，选择名此处的敌方单位，展示你主牌堆顶部",,,2025-09-19T11:00:00.000Z,2025-09-19T11:00:00.000Z
ec3c5d84-5f76-582e-9bf9-d3852faecc44,第一赛季区域公开赛-杭州站赛后判例,1114291471444344833-04,Q：当我的场上存在2张【闪耀极光】时，回合结束，2张【闪耀极光】分别展出【亡花掠食者】和【苍炎守护者】，假设对手不做出任何动作，将会发生什么？,"A：当你的回合结束时,2张【闪耀极光】的效果被触发。它们均被加入结算链。
结算第一张【闪耀极光】的效果，展示出【亡花掠食者】，【亡花掠食者】被放入放逐区，然后进行将其打出的第一步一放置到结算链待处理，并在此暂停。
继续第一张【闪耀极光】的结算，回收展示的卡牌。
完成结算链最新效果【亡花掠食者】的打出，你可以选择将其打出到敌方控制的战场。如果你这样做了，此战场将在【亡花掠食者】打出后的清理中标记为“战斗待结算”。战斗将在下一次普通开环状态下的清理中开启。
同理，触发第三张【闪耀极光】的效果并结算，直至打出【苍炎守护者】。
此时战场中虽然有我方的【亡花掠食者】，但这并非你控制的战场，故【苍炎守护者】只能打出到基地。
根据《核心规则》543.2.b,此时结算链被关闭，出现普通开环状态。
在【苍炎守护者】打出完成的清理中，战斗开启。
此时触发【苍炎守护者】的打出时效果,将其添加到新的结算链上。
结算当前结算上的效果，直至回到法术对决开环状态，处理完成。",,,2025-09-19T11:00:00.000Z,2025-09-19T11:00:00.000Z
7633491d-24fe-5f6e-9ce1-34a9b0b27cc1,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-01,Q：在对局中丢失卡牌,"A：当玩家于对局过程中发现丢失卡牌(即主牌堆不足39张/符文牌堆不足12张)，需与对手确认游戏开始时牌
堆数量正确。若无法与对手就游戏开始时牌堆数量的问题达成一致，该丢失卡牌的情况，将视为卡组与提交
的卡组表不一致,给与单局判负判罚。
并由当值裁判计时,若于2分钟内找回遗失卡牌，将视为迟到,给与警告判罚。并由当值裁判完成随机化处
理后继续游戏。
若于2分钟以上10分钟以下找回遗失卡牌，将视为本局缺席，给与单局判负判罚。
若于10分钟以上仍未找回遗失卡牌，将视为本轮缺席，给与单轮判负判罚。
*裁判组温馨提示:建议玩家于对局开始前及比赛结束后，与对手确认已方牌堆数量，如有异常及时呼叫裁判协助
处理，避免因此种情况导致的判罚。",,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
26821cae-c16d-5ff2-adea-6faf8424f44b,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-02,Q：透明卡套,"A：《赛事规则》中明确要求，玩家使用的卡套不应为透明。当玩家在对局中被发现主牌堆/符文牌堆使用透明卡套时
当值裁判将给与单局判负判罚，并要求玩家更换卡套以继续比赛。",,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
6b75c774-10ce-592a-a09d-3a4b8d4e6a4f,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-03,Q：若我选择摧毁此装备，是否可以从废牌堆中再将它回收?,"A：不可以。最新《核心规则》中明确了激活主动技能及目标选择的相关内容。
宣告激活主动技能后，与打出卡牌相似,需先做出选择，后支付费用。选择时【未来熔炉】尚未作为费用被摧毁以进入废牌堆，故无法选择其为目标。",,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
56e5f293-6fd8-5194-807d-c18ff3a49cd3,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-04,Q：当我的场上存在2张【闪耀极光】时，回合结束，2张【闪耀极光】分别展示出【亡花掠食者】和【苍炎守护者】，假设对手不做出任何动作，将会发生什么？,"A：当你的回合结束时，2张【闪耀极光】的效果被触发。它们均被加入结算链待处理按照添加至结算链的顺序，依次确认2张【闪耀极光】的效果。
结算【闪耀极光】B的效果一它在结算链上为最新效果，展示出【亡花掠食者】，【亡花掠食者】被放入放逐区，然后将其放置到结算链，待处理。
继续【闪耀极光】B的结算，回收展示的卡牌。
清理，清理中确认待处理的【亡花掠食者】。
你可以选择将【亡花掠食者】打出到敌方控制的战场。如果你这样做了，此战场将在【亡花掠食者】打出后的清同理，处理【闪耀极光】A的效果并结算，直至打出【苍炎守护者】。
此时战场中虽然有我方的【亡花掠食者】，但这并非你控制的战场，故【苍炎守护者】无法打出到该战场。
完成【苍炎守护者】的确认并入场时触发【苍炎守护者】的打出时效果，将其添加到结算链上待处理。
清理，清理中确认待处理的【苍炎守护者】的打出时效果。
结算该效果。
清理，此时结算链上已无任何效果待处理,回合为普通开环状态，战斗开启，处理完成。",,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
136ef838-de31-58d1-b9a2-141b02435285,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-05,"Q：我对自已的单位使用【背水一战】后，在下个回合开始时，【瞬息】效果触发并结算，但由于【中娅沙漏】的效果使我的单位被召回至基地并未摧毁。接下来如双方均无其他操作，将发生什么？
A【背水一战】给与的战力增幅限定为本回合内，但【瞬息】效果将永久保持，故此单位将在下个回合开始阶段由于【瞬息】效果被摧毁。",A：（见判例原文）,,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
df52d20c-0aac-5275-9b34-b3d4166243f6,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-06,Q：我对【幻梦之树】上已方的【旅行商人】使用一张【战或逃】后，将发生什么？,"A：【战或逃】放置到结算链上,成为待处理效果。
确认【战或逃】的效果，选择已方【旅行商人】。
触发【幻梦之树】的效果，将其加入结算链成为待处理效果。
清理，确认【幻梦之树】的效果。
结算【幻梦之树】的效果,抽一张牌。
结算【战或逃】的效果，移动【旅行商人】。
触发【旅行商人】的效果，将其加入结算链成为待处理效果。。
清理，确认【旅行商人】的效果。
结算【旅行商人】的效果。",,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
6bde5ad0-b8f9-50d9-aee8-124cb373ad49,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-07,Q：【卑鄙之喉的巢穴】【战或逃】,"A：虽然【卑鄙之喉的巢穴】禁止将基地作为移动的目的地。但【战或逃】的效果已经明确目的地为基地，玩家不需进行自的地选择，不受到【卑鄙之喉的巢穴】效果(无法以基地作为移动目的地)影响,所以【战或逃】可以被打出。
但由于【卑鄙之喉的巢穴】的效果，此次移动无法被完成。
综上，待命在【卑鄙之喉的巢穴】的【战或逃】可以被打出，但无法将单位移动至基地。",,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
f524502c-8db0-568a-9cd8-5c035d282d68,第一赛季全国公开赛（上海）赛后判例,1134645362212995072-08,Q：在场上不存在任何装备时，我能否打出【废物利用】，并因其效果抽一张牌？,A：在最新勘误中，【废物利用】的效果增加了“至多”字样，故【废物利用】能在不存在任何装备时打出，并因其效果抽张牌,,,2025-11-13T07:23:30.000Z,2025-11-13T07:23:30.000Z
4dc68435-7dbf-5f2e-835d-7416bc4dd812,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-01,Q：裁判介入,"A：当裁判认为玩家对局中疑似存在游戏错误时,裁判有权在任何时刻介入比赛
并询问具体游戏情况。主动对不规范/错误的游戏内容进行修正，并给出相应判罚
与补时。",,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
ee10161b-ccc8-5a4b-811b-97ef12cf400f,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-02,Q：对方能否因【德莱文（艺高胆大）】的技能获得“赢得战斗”的1分?,A：可以。,,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
96adb670-c700-5cb0-a239-9a01d946494d,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-03,Q：【德莱文（艺高胆大）】因【帝国谕令】的效果被摧毁后，“当我在战斗中被摧毁时”效果会触发吗?,"A：不会。
关于此判例：裁判团队经现行规则推理作出后于官方FAQ发布当日立即与设计师沟通并确认，符合现行规则与设计意图。具体结算方式的规则细节将在下一次官方核心规则更新中进一步明确。为保障本赛季区域公开赛4场赛事裁定标准一致，将都采用这一结果执行裁定。
己，【狂热粉丝】【德莱文（血斧飞旋）】【劫掠船巷】",,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
1a72511a-8637-59bb-b7bd-ac70632f4054,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-04,Q：我方的【狂热粉丝】和【德莱文（血斧飞旋）】共同防守【劫掠船巷】，当敌方单位进攻【劫掠船巷】时，上述卡牌及其效果会以什么顺序进行结算？,"A：【狂热粉丝】的技能、【德莱文（血斧飞旋）】的技能、【劫掠船巷】的技能会作为这场战斗的防守触发在同一时点满足触发条件，由防守方自排触发顺序。【狂热粉丝】的技能在确认时选择目标,在结算时选择是否摧毁自己以此移动敌方单位；
【德莱文（血斧飞旋）】的技能在确认时无需做出选择,在结算时选择是否支付[R],如果支付则获得战力+2；劫掠船巷的技能在确认时选择目标，在结算时选择是否移动。",,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
54afc9c5-8dba-562e-ab04-bac702455b75,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-05,Q：我方【德莱文（血斧飞旋）】进攻敌方【狂热粉丝】独自防守的战场，【德莱文（血斧飞旋）】斧飞旋】的技能和【狂热粉丝】的技能会以什么顺序进行结算？,"A：【德莱文（血斧飞旋）】作为进攻方,其技能先触发；【狂热粉丝】作为防守方,其技能后触发但先结算。
的技能结算后战斗会结束吗？
不会结束，此时仍处于战斗开启的法术对决中。",,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
f02a79da-ec64-52ea-a97e-226cfd35e56b,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-06,"Q：某战场中战斗开启的法术对决正在进行，此时通过驭风而行进入该战场的【德莱文（血斧飞旋）】,在本场战斗中首次获得了进攻方(防守方)身份,其技能会触发吗?",A：会触发。,,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
b02ca426-0de3-558d-9e15-779c7a87db4b,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-07,"Q：某战场中战斗开启的法术对决正在进行，此时通过【驭风而行】进入该战场的【德莱文（血斧飞旋）】,在本场战斗中再次获得了进攻方(防守方)身份,其技能会触发吗？",A：不会触发。,,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
ff3ec39d-3bd7-52a8-a12d-ad8ddec3a190,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-08,"Q：我方传奇是【荣耀行刑官】，,我方单位移动进一处开放战场开启了法术对决，对方在该法术对决中通过【驭风而行】将一名敌方单位移动到该战场,我方在该法术对决中通过【战或逃】将该敌方单位移动回基地，此后双方均让过法术对决。在我方征服得分前，【荣耀行刑官】的技能会触发吗?","A：不会触发,因为上述情景中并未发生战斗。【驭风而行】成功结算后战斗待发生，【战或逃】成功结算后战斗不再处于待发生状态。",,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
d0d8437d-7b0e-55b9-bd6b-dd0a9a212312,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-09,Q：当我贴附有【阿瑞昂的陨落】和一件【三相之力】的单位在【清算人竞技场】完成征服时，我获得几分？,A：2分。,,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
8a2efaa8-dd37-59c5-a2d7-56871c76614b,第二赛季区域公开赛-福州站赛后判例,1160282840232886273-10,"Q：当我贴附有【阿瑞昂的陨落】和一件【三相之力】的单位在【清算人竞技场】完成据守时,我获得几分？","A：3 分。
赛事的热情和期待致以最诚挚的感谢。",,,2026-01-21T09:30:00.000Z,2026-01-21T09:30:00.000Z
ca592bfa-a167-5301-89af-ac7964fcc872,第二赛季区域公开赛-成都站赛后判例,1163166481226137616-01,Q：游戏行动过慢,"A：当裁判认为玩家对局中思考时间过长，或整体对局操作节奏缓慢时，有权主
动介入提醒。若提醒后情况仍未改变，裁判将给出【警告】判罚，累积的【警告】判罚
可能导致【单局判负】。",,,2026-01-29T04:00:00.000Z,2026-01-29T04:00:00.000Z
e9153133-cdfb-5841-a0f1-17f5eba705a2,第二赛季区域公开赛-成都站赛后判例,1163166481226137616-02,Q：我方贴附了【先锋之眼】的【黄沙士兵】移动至战场时，对手反应打出【罡风】】使我的【黄沙士兵】离场，我能否因【先锋之眼】的效果打出一名【随从】到战场？,A：不能，【先锋之眼】的效果文本描述为“当我移动时，在此处打出一名1战力的‘随从””。【罡风】结算后，【先锋之眼】效果文本中“此处”的信息已丢失。,,,2026-01-29T04:00:00.000Z,2026-01-29T04:00:00.000Z
e5946f2f-d6ad-5e9f-b118-1b8de0707c55,第二赛季区域公开赛-成都站赛后判例,1163166481226137616-03,Q：我方基地存在贴附【先锋之眼】的【黄沙士兵】，我方使用战场上【阿兹尔（飞升者）】升者】的<迅捷>技能，将【阿兹尔（飞升者）】和【黄沙士兵】换位并贴附【先锋之眼】，此时能否打出【随从】？如可以，打出到什么位置？,A：可以打出随从，先锋之眼的效果被黄沙士兵的移动触发，随从被打出到战场。,,,2026-01-29T04:00:00.000Z,2026-01-29T04:00:00.000Z
b62dc6da-9a63-5404-ae26-8cbd24efd5dc,第二赛季区域公开赛-成都站赛后判例,1163166481226137616-04,"Q：分配战斗伤害后的战斗清理中，我方的戈拉斯克调酒师和坏坏魄罗）在我方控制的战场同时被摧毁,我能否在后续结算【戈拉斯克调酒师】的<绝念>效果时将此【坏坏魄罗】重新打出到这个战场?","A：可以,如对方单位在场，则在确立此战场控制权归属前，,开启第二次战斗。
赛事的热情和期待致以最诚挚的感谢。",,,2026-01-29T04:00:00.000Z,2026-01-29T04:00:00.000Z
5942bfd0-73ef-5812-85c7-42c74d82d06f,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-01,Q：（支付错误费用及补救措施的裁定,"A：根据赛事规则702.9.b.1，玩家支付错误费用后，裁判应回溯游戏至该卡牌打出前
的时刻。
而关于卡牌打出前时刻的定义,根据核心规则346-394,打出卡牌前的最后步骤
是支付总费用。详情如下：
1.将要打出的卡牌从其所在区域移除,然后放到结算链上。",,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
1ca3d89c-a799-5ebb-91bd-8bdfa6936fc7,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-02,Q：（赛事处罚第2条）,A：做出必要的选择。,,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
d0ebf68a-7020-5829-885a-b1c1dd67b7dd,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-03,Q：（赛事处罚第3条）,A：确定总费用。,,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
e85e0751-b2b1-5f2c-ac05-5ca18ff75d18,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-04,Q：（赛事处罚第4条）,A：支付卡牌费用。,,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
4d3aab18-9a2c-5754-8f97-a998a35d07dc,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-05,Q：（赛事处罚第5条）,A：检查合法性。,,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
a5f63c2a-4fc8-5982-bf7a-a8c4152e58df,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-06,Q：（赛事处罚第6条）,"A：在结算链上确认此卡牌,并按照卡牌的打出类别继续进行。
其中，,常驻牌在确认时将直接离开结算链,进入其选择的位置,变为游戏物体。此
时，常驻牌视为打出
在此常驻牌打出前,玩家参与的最后一个游戏步骤为【支付卡牌费用】,所以裁定
回溯游戏至此刻。
这时玩家打出卡牌的位置已经完成选择并确定，无法更换。
以上裁定依据裁判组提前制定的回溯游戏标准作出，并在过往赛事中以此标准统
一要求,并且将在本赛季区域公开赛中继续沿用;该标准是否在未来赛事中依旧
沿用，需等待官方规则进一步更新明确。",,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
9628b1f6-1162-5bb4-bdae-071f7d35af35,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-07,"Q：我方废牌堆中存在【裂魂者喇煞】，废牌堆在包含【裂魂者喇煞】的情况下，共计6张卡牌。此时我因【临终仪式】的效果,将打出裂魂者喇煞】,我该支付多少费用？","A：5法力费用，1混沌符能费用。打出卡牌的第一步为：“将要打出的卡牌从其所在区域移除,然后放到结算链上。”此时裂魂者喇煞】已离开废牌堆,废牌堆卡牌共计5张。这意味着在之后的确定费用步骤,废牌堆的卡牌数量仍为5张,故(裂魂者喇煞】的效果只能减少5法力费用。",,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
680e556a-a5a5-5ec3-8e8d-9cc34e0b7514,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-08,Q：若此时我的费用不足，裂魂者喇煞)无法打出，裂魂者喇煞)应在哪个游戏区域?,A：废牌堆。临终仪式的效果并未指示玩家将选择的卡牌移至放逐区。,,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
d232ff32-f30f-5ac2-b7c2-e2bccd20b67f,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-09,Q：我方主牌堆剩余两张卡牌，此时我使用【预判攻势】并进行<回响>，会【燃尽】吗？,A：不会，两张卡牌均会加入手牌。,,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
3b37db67-0add-5228-a98a-180e06eb2988,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-10,"Q：我方主牌堆剩余一张卡牌，此时我使用【预判攻势】并进行<回响>,会【燃尽】吗？","A：会,会先将主牌堆中唯一的一张卡加入手牌,然后在执行<回响>前进行【燃尽】流程,最后再执行【预判攻势】的<回响>查看主牌堆顶部两张卡,抽取其中张然后回收另一张卡牌。",,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
5315f61b-a801-5725-8d60-d404515d46bc,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-11,"Q：我方单位正在进攻一处对方防守的战场,此时我使用【扑咚！】能否选择对手正在防守中的单位?","A：不可以。【扑咚！】只能眩晕一名进攻方单位。由于此时【扑咚！】已经被放置到结算链,玩家只能选择战场上正在进攻的已方单位作为【扑咚！】的合法目标并眩晕该单位。若此时玩家发现错误支付【扑咚！】费用，应修正其费用支付,并按照已作出的选择完成此法术的结算。",,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
b6b24a76-d389-5992-af3f-3c1e106a383c,第二赛季区域公开赛-大连站赛后判例,1165431670649651201-12,"Q：我方【坏坏魄罗】征服【月帷祭坛】时,是否可以通过【月帷祭坛】的效果将【坏坏魄罗】效果打出的【金币】指示物变为活跃状态?","A：不可以。尽管【坏坏魄罗】和【月帷祭坛】的技能同时触发,其操控者可以自选两个技能加入结算链的顺序,但无论将哪个技能先放入结算链，月惟祭坛】的技能都要在确认时选择目标友方装备,而此时【坏坏魄罗】的技能尚未完成结算，【金币】指示物尚未被打出，因此无法通过【月帷祭坛】的效果将之后打出的【金币】指示物变为活跃状态。
赛事的热情和期待致以最诚挚的感谢。",,,2026-02-04T06:30:06.000Z,2026-02-04T06:30:06.000Z
9abc170f-9464-5680-870d-1ea1e251ab80,第二赛季区域公开赛-南京站赛后判例,1168377215052677145-01,"Q：【阿克尚（放浪不羁）】B先被摧毁,此时【长剑】位于何处?控制权属于哪方?","A：【长剑】贴附于【阿克尚（放浪不羁）】C,控制权属于我方。",,,2026-02-12T05:00:19.000Z,2026-02-12T05:00:19.000Z
16b2b0da-cc71-541b-83dc-5cf9c7f25547,第二赛季区域公开赛-南京站赛后判例,1168377215052677145-02,"Q：随后【阿克尚（放浪不羁）】C被摧毁,此时【长剑】位于何处?控制权属于哪方？","A：【长剑】此时位于我方基地,控制权属于我方。",,,2026-02-12T05:00:19.000Z,2026-02-12T05:00:19.000Z
76c40e77-cdbc-5638-8cc8-67be2376489b,第二赛季区域公开赛-南京站赛后判例,1168377215052677145-03,"Q：我方使用【罪恶快感】选择战场上的敌方单位为目标，此时对方反应打出【闪现】选择该单位为目标并成功结算。此时我方【罪恶快感】目标丢失,结算【罪恶快感】恶快感)时,仍需弃置一张手牌吗?","A：需要。【罪恶快感】的文本与【虚空索敌】模式相同,目标丢失时仍需弃置手牌。",,,2026-02-12T05:00:19.000Z,2026-02-12T05:00:19.000Z
4a4cf4ab-9ac0-5635-83b8-29fa57673020,第二赛季区域公开赛-南京站赛后判例,1168377215052677145-04,"Q：我方征服【传奇殿堂】时，能否通过自行决定加入结算链顺序的操作使休眠的（虚空遁地兽】因传奇殿堂）的效果活跃，并再次休眠虚空遁地兽】以展示主牌堆顶的两张牌,打出其中一张,回收另一张?","A：可以。
赛事的热情和期待致以最诚挚的感谢。",,,2026-02-12T05:00:19.000Z,2026-02-12T05:00:19.000Z
593d81bc-8081-5a1d-a7de-31256d049189,规则更新和禁卡规划的说明,1177978964457553924-01,Q：符文战场关于规则更新和禁卡规划的说明,"A：关干规则更新和禁卡规划的说明
先放上省流版结论，需要了解更多详情的朋友，可以直接往下翻阅完整内容！
1：我们正在讨论未来是否会因某些过于强势的打法套路而禁用部分卡牌。不过，现阶
段尚无任何具体的禁卡名单，我们也尚未确定具体的禁卡实施时间。
2：3月30日将发布一份独立的规则更新，内容包括下个系列“破限”所引入的新机制，
以及关于判罚、裁判回溯、极端情况等问题的进一步阐释。
自“铸魂淬炼”系列上线以来，我们一直在关注游戏环境的演变，重点观察了CN赛区举行
的四场区域公开赛，以及博洛尼亚和拉斯维加斯的地区资格赛等重大赛事。同时，我们也在持
续留意某些玩法策略是否变得过于强势，或者是否带来负面的游戏体验。我们先前承诺过，一
旦考虑实施禁卡，会第一时间向大家同步。基于目前的观察结果，我们已经在内部展开了关于
禁卡可能性的讨论。
正如上个月所分享的那样（链接请见评论区），我们的理念始终是：禁牌只能作为最后手
段。假如要让一张卡牌彻底退出环境，我们必须得有明确和充分的理由，并且必须确保该举措
能显著改善玩家的游戏体验。我们的目标是采取审慎的做法，确保每个系列中都有尽可能多的
卡牌能在当前环境中拥有一席之地。如果我们确实在各个层级的比赛中观察到了值得观察和审
视的趋势。
我们正持续观祭游戏坏境的演变并分析相关数据，自前尚未做出最终决定。任何改动都将
等到3月下旬的深圳全国公开赛结束后才会公布。正如我们此前承诺的那样，我们绝不会在重
大赛事临近时作出大幅改动，以确保玩家有足够的时间进行测试并调整卡组战术。
此外，我们将在3月30日发布一次规则更新。本次更新除了为“破限”系列的新机制提供
规则支持外，还会针对判罚措施、裁判回溯、规则歧义以及其他极端情况作出更清晰的界定。
在这些更新正式发布前，不同地区赛事之间的裁决可能仍会存在细微差异，请各位玩家继续遵
循当地裁判提供的裁决。
今天的分享就到这里！能看到我们的社区日益壮大，见证全球各地的玩家不断构筑出新奇
的的卡组与打法，我和整个《符文战场：英雄联盟对战卡牌》团队都非常乐在其中。欢迎大家
继续向我们踊跃抛出各种问题、建议与反馈。我们会尽最大努力，继续以这种透明、积极的方
式为大家同步最新资讯，再次感谢大家一直以来的支持！",,,2026-03-10T02:00:00.000Z,2026-03-10T02:00:00.000Z
63f03b4c-6f6f-5d07-888c-ca4676a3b1c5,第二赛季全国公开赛赛后判例,1184426593019232338-01,Q：（常见问题与解答第①条）,"A：【阿兹尔（帝君）】（以下简称【阿兹尔（帝君）】）、【恶意收购】
我方【阿兹尔（帝君）】进攻对方一处战场，触发【阿兹尔（帝君）】的技能并选择将5名
我方【黄沙士兵】移动到此战场。对方在【阿兹尔（帝君）】技能结算前
待命打出【恶意收购】并获得【阿兹尔（帝君）】的控制权，之后已经位于结算链
上【阿兹尔（帝君）】的技能将如何结算？
【阿兹尔（帝君）】的技能将会正常结算，我方将5名【黄沙士兵】移动到此战场，
战斗继续。",,,2026-03-27T11:00:06.000Z,2026-03-27T11:00:06.000Z
9f7ae629-cdf8-52ec-954d-b8c1197b0cad,第二赛季全国公开赛赛后判例,1184426593019232338-02,Q：【德莱文（艺高胆大）】,"A：我方战场上有【德莱文（艺高胆大）】A和【德莱文（艺高胆大）】B，对方【铁甲先锋】进攻此战场，双方法术对决期间均无操作。对方选择分配全部伤害给【德莱文（艺高胆大）】A，战斗结束后将如何进行结算？
先结算【德莱文（艺高胆大）】B的赢得战斗技能，我方获得一分；再结算【德莱文（艺高胆大）】A的在战斗中被摧毁技能，对方获得一分。",,,2026-03-27T11:00:06.000Z,2026-03-27T11:00:06.000Z
6760321d-a1c7-5940-b3cc-a654c596f586,第二赛季全国公开赛赛后判例,1184426593019232338-03,Q：（判罚相关第①条）,"A：关于选手忘记将选定英雄从主牌堆中取出并放入选定英雄区域的判罚
如果任何选手或裁判在抽取起始手牌前发现该错误，尽可能将卡组恢复至
正确状态，然后指示选手继续游戏。
如果在抽取起始手牌后发现错误，若该错误是由对手发现，则给予犯错选手
【单局判负】判罚。如果由犯错选手自己或裁判发现，需由裁判判断局面是
否可以被轻易复原，如不能，给予犯错选手【单局判负】判罚，由于对手未
及时发现并指出游戏错误，同时给予对手【警告】判罚；如可以，复原场面
后给予双方选手【警告】判罚并指示选手继续游戏。
裁判组提醒：在对局中所有选手有义务留意双方场面情况，互相提醒避免任
意一方出现游戏错误，并在对局过程中与对手进行积极友好的沟通。",,,2026-03-27T11:00:06.000Z,2026-03-27T11:00:06.000Z
42a6b985-db1e-5c8b-8144-c263b0ff6d96,第二赛季全国公开赛赛后判例,1184426593019232338-04,Q：关于以不当方式决定胜负的判罚,"A：在本场全国公开赛中出现较多试图使用使用不当方式决定胜负（包括但不限
于郑硬币、掷殷子或进行其他游戏），如果参与此类违规行为，视情况不同
将可能会造成最高【取消资格】甚至【禁赛】等判罚。
根据规则，提出或接受以不当方式决定胜负的提议，即视为参与了此类违
规行为。
裁判组提醒：所有召唤师在面对对手提出任何违规提议时需要严肃拒绝，及
时呼叫裁判处理，如未表达明确拒绝，将由裁判调查实际情况给出最终判罚
结果。",,,2026-03-27T11:00:06.000Z,2026-03-27T11:00:06.000Z
d00b0078-3371-5cb0-b4c0-23a05fc75e7b,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409-01,Q：此时结算【月之降临】能将单位C移动至战场a吗?,A：不能。,,,2026-05-20T09:00:00.000Z,2026-05-20T09:00:00.000Z
1c03aa1a-fc62-5b66-b4e8-c26320b0d2ff,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409-02,Q：此时结算【月之降临】能让战场a的对方单位B战力-2吗？,A：不能。,,,2026-05-20T09:00:00.000Z,2026-05-20T09:00:00.000Z
16c0fdf1-3956-5890-8161-00f0e03cd17a,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409-03,Q：我方打出【牺牲】选择摧毁【峡谷先锋】作为额外费用，【峡谷先锋】的<绝念>和【牺牲】如何结算？,"A：先结算【峡谷先锋】的<绝念>,再结算【牺牲】。",,,2026-05-20T09:00:00.000Z,2026-05-20T09:00:00.000Z
